time	line	instance	edges	omega	degree	minloops	maxloops	pimin	lambda	[lambda>0]	mix	leigen	ueigen	ucanon
(13h:20m:20s)	16006	6,6,4,2,2,2;4,4,4,4,3,3	22	468	441	421	421	1/468	0.985308	1	465	208.388	888.658	8292.21
(13h:20m:20s)	16007	6,5,5,2,2,2;6,5,5,2,2,2	22	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(13h:20m:20s)	16008	6,5,5,2,2,2;6,6,3,3,2,2	22	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(13h:20m:20s)	16009	6,5,5,2,2,2;6,5,4,3,2,2	22	6	441	438	438	1/6	0.995465	1	1368	682.053	1918.24	3197.07
(13h:20m:20s)	16010	6,5,5,2,2,2;5,5,5,3,2,2	22	12	441	437	437	1/12	0.995465	1	1368	682.053	2071.08	4487.34
(13h:20m:20s)	16011	6,5,5,2,2,2;6,4,4,4,2,2	22	12	441	437	437	1/12	0.995465	1	1368	682.053	2071.08	4487.34
(13h:20m:20s)	16012	6,5,5,2,2,2;5,5,4,4,2,2	22	30	441	432	432	1/30	0.995465	1	1368	682.053	2273.12	5607.04
(13h:20m:20s)	16013	6,5,5,2,2,2;6,5,3,3,3,2	22	23	441	431	434	1/23	0.992814	1	868	429.3	1397.6	8280.44
(13h:20m:20s)	16014	6,5,5,2,2,2;6,4,4,3,3,2	22	42	441	430	433	1/42	0.992521	1	846	412.338	1423.29	5700.63
(13h:20m:20s)	16015	6,5,5,2,2,2;5,5,4,3,3,2	22	99	441	425	430	1/99	0.992364	1	820	403.839	1506.47	8095.93
(13h:20m:20s)	16016	6,5,5,2,2,2;5,4,4,4,3,2	22	210	441	424	427	1/210	0.991855	1	776	378.411	1504.67	8441.15
(13h:20m:21s)	16017	6,5,5,2,2,2;4,4,4,4,4,2	22	450	441	421	421	1/450	0.99093	1	684	339.473	1435.12	9733.33
(13h:20m:21s)	16018	6,5,5,2,2,2;6,4,3,3,3,3	22	109	441	429	429	1/109	0.989461	1	622	291.729	1100.58	4458.21
(13h:20m:21s)	16019	6,5,5,2,2,2;5,5,3,3,3,3	22	254	441	424	426	1/254	0.988021	1	550	256.292	1038.92	6460.62
(13h:20m:22s)	16020	6,5,5,2,2,2;5,4,4,3,3,3	22	507	441	423	423	1/507	0.986543	1	509	227.802	976.18	6741.47
(13h:20m:24s)	16021	6,5,5,2,2,2;4,4,4,4,3,3	22	1032	441	420	420	1/1032	0.985065	1	466	204.943	927.131	8574
(13h:20m:24s)	16022	6,6,3,3,2,2;6,6,3,3,2,2	22	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(13h:20m:24s)	16023	6,6,3,3,2,2;6,5,4,3,2,2	22	8	441	436	437	1/8	0.99259	1	883	416.214	1212.8	2477.1
(13h:20m:24s)	16024	6,6,3,3,2,2;5,5,5,3,2,2	22	18	441	433	433	1/18	0.991774	1	792	374.629	1191.1	4080.92
(13h:20m:24s)	16025	6,6,3,3,2,2;6,4,4,4,2,2	22	15	441	435	435	1/15	0.99093	1	714	339.473	1060.14	3675.16
(13h:20m:24s)	16026	6,6,3,3,2,2;5,5,4,4,2,2	22	34	441	432	432	1/34	0.989895	1	663	304.386	1032.54	4060.1
(13h:20m:24s)	16027	6,6,3,3,2,2;6,5,3,3,3,2	22	18	441	435	435	1/18	0.991774	1	792	374.629	1191.1	3600.81
(13h:20m:24s)	16028	6,6,3,3,2,2;6,4,4,3,3,2	22	34	441	432	432	1/34	0.989895	1	663	304.386	1032.54	3924.76
(13h:20m:24s)	16029	6,6,3,3,2,2;5,5,4,3,3,2	22	80	441	425	428	1/80	0.98885	1	610	275.585	1012.57	4480.91
(13h:20m:24s)	16030	6,6,3,3,2,2;5,4,4,4,3,2	22	156	441	426	427	1/156	0.986662	1	521	229.856	896.495	6253.6
(13h:20m:25s)	16031	6,6,3,3,2,2;4,4,4,4,4,2	22	310	441	421	425	1/310	0.984584	1	448	198.46	820.222	7932.52
(13h:20m:25s)	16032	6,6,3,3,2,2;6,4,3,3,3,3	22	78	441	430	431	1/78	0.988662	1	592	270.957	993.526	4330.75
(13h:20m:25s)	16033	6,6,3,3,2,2;5,5,3,3,3,3	22	188	441	424	426	1/188	0.987705	1	554	249.617	987.718	5925.33
(13h:20m:25s)	16034	6,6,3,3,2,2;5,4,4,3,3,3	22	370	441	421	423	1/370	0.985682	1	485	213.915	895.469	5806.99
(13h:20m:27s)	16035	6,6,3,3,2,2;4,4,4,4,3,3	22	740	441	418	420	1/740	0.983841	1	426	189.192	836.357	7812.24
(13h:20m:27s)	16036	6,5,4,3,2,2;6,5,4,3,2,2	22	34	441	431	434	1/34	0.992241	1	859	397.379	1344.81	4466.11
(13h:20m:27s)	16037	6,5,4,3,2,2;5,5,5,3,2,2	22	78	441	428	432	1/78	0.992134	1	826	391.939	1432.1	5795.57
(13h:20m:27s)	16038	6,5,4,3,2,2;6,4,4,4,2,2	22	69	441	429	431	1/69	0.991958	1	789	383.277	1385.46	5981.73
(13h:20m:27s)	16039	6,5,4,3,2,2;5,5,4,4,2,2	22	164	441	424	428	1/164	0.991831	1	777	377.253	1469.83	7523.29
(13h:20m:27s)	16040	6,5,4,3,2,2;6,5,3,3,3,2	22	76	441	429	430	1/76	0.990708	1	692	331.312	1209.53	6195.22
(13h:20m:27s)	16041	6,5,4,3,2,2;6,4,4,3,3,2	22	148	441	426	429	1/148	0.989409	1	635	290.282	1124.06	6243.35
(13h:20m:28s)	16042	6,5,4,3,2,2;5,5,4,3,3,2	22	350	441	419	423	1/350	0.989161	1	607	283.574	1177.77	6916.45
(13h:20m:29s)	16043	6,5,4,3,2,2;5,4,4,4,3,2	22	699	441	417	421	1/699	0.988459	1	560	266.137	1166.07	8524.26
(13h:20m:32s)	16044	6,5,4,3,2,2;4,4,4,4,4,2	22	1390	441	417	417	1/1390	0.987372	1	510	242.963	1120.14	10213.9
(13h:20m:32s)	16045	6,5,4,3,2,2;6,4,3,3,3,3	22	306	441	422	425	1/306	0.986777	1	514	231.878	955.225	8173.59
(13h:20m:33s)	16046	6,5,4,3,2,2;5,5,3,3,3,3	22	724	441	418	418	1/724	0.986873	1	508	233.602	1027.84	9081.47
(13h:20m:36s)	16047	6,5,4,3,2,2;5,4,4,3,3,3	22	1419	441	415	419	1/1419	0.985201	1	458	206.857	957.179	7651.33
(13h:20m:48s)	16048	6,5,4,3,2,2;4,4,4,4,3,3	22	2784	441	411	414	1/2784	0.983213	1	412	181.999	884.004	10429.8
(13h:20m:48s)	16049	5,5,5,3,2,2;5,5,5,3,2,2	22	180	441	425	430	1/180	0.991237	1	777	351.504	1380.96	7411.69
(13h:20m:49s)	16050	5,5,5,3,2,2;6,4,4,4,2,2	22	162	441	426	428	1/162	0.99093	1	721	339.473	1322.49	6661.42
(13h:20m:49s)	16051	5,5,5,3,2,2;5,5,4,4,2,2	22	390	441	421	425	1/390	0.99074	1	705	332.445	1390.23	7453.4
(13h:20m:49s)	16052	5,5,5,3,2,2;6,5,3,3,3,2	22	176	441	426	428	1/176	0.990608	1	676	327.749	1286.06	8473.98
(13h:20m:50s)	16053	5,5,5,3,2,2;6,4,4,3,3,2	22	347	441	422	425	1/347	0.988621	1	602	269.966	1121.11	7749.76
(13h:20m:51s)	16054	5,5,5,3,2,2;5,5,4,3,3,2	22	822	441	417	419	1/822	0.988415	1	584	265.113	1175.63	9228.5
(13h:20m:55s)	16055	5,5,5,3,2,2;5,4,4,4,3,2	22	1660	441	415	418	1/1660	0.987689	1	539	249.286	1163.34	9127.97
(13h:21m:11s)	16056	5,5,5,3,2,2;4,4,4,4,4,2	22	3320	441	408	412	1/3320	0.986711	1	496	230.711	1129.88	12039
(13h:21m:12s)	16057	5,5,5,3,2,2;6,4,3,3,3,3	22	688	441	422	423	1/688	0.986315	1	491	223.952	982.211	7435.5
(13h:21m:16s)	16058	5,5,5,3,2,2;5,5,3,3,3,3	22	1616	441	417	417	1/1616	0.987074	1	506	237.279	1105.92	8804.95
(13h:21m:30s)	16059	5,5,5,3,2,2;5,4,4,3,3,3	22	3162	441	414	415	1/3162	0.985198	1	450	206.813	1011.11	8495.67
(13h:22m:23s)	16060	5,5,5,3,2,2;4,4,4,4,3,3	22	6156	441	408	409	1/6156	0.982657	1	407	176.058	901.385	11467.8
(13h:22m:23s)	16061	6,4,4,4,2,2;6,4,4,4,2,2	22	146	441	422	428	1/146	0.98807	1	577	257.365	996.802	6716.75
(13h:22m:24s)	16062	6,4,4,4,2,2;5,5,4,4,2,2	22	351	441	413	421	1/351	0.988582	1	580	269.029	1118.26	7684.37
(13h:22m:24s)	16063	6,4,4,4,2,2;6,5,3,3,3,2	22	138	441	428	428	1/138	0.990694	1	671	330.809	1271.81	5635.27
(13h:22m:24s)	16064	6,4,4,4,2,2;6,4,4,3,3,2	22	276	441	423	425	1/276	0.987076	1	529	237.32	969.365	5965.31
(13h:22m:25s)	16065	6,4,4,4,2,2;5,5,4,3,3,2	22	654	441	416	420	1/654	0.988043	1	556	256.756	1119.87	7286.9
(13h:22m:28s)	16066	6,4,4,4,2,2;5,4,4,4,3,2	22	1298	441	415	419	1/1298	0.985967	1	468	218.327	1003.11	8441.08
(13h:22m:37s)	16067	6,4,4,4,2,2;4,4,4,4,4,2	22	2520	441	414	414	1/2520	0.982498	1	402	174.435	842.189	9146.76
(13h:22m:38s)	16068	6,4,4,4,2,2;6,4,3,3,3,3	22	528	441	420	422	1/528	0.985308	1	470	208.388	896.868	9310.79
(13h:22m:40s)	16069	6,4,4,4,2,2;5,5,3,3,3,3	22	1254	441	413	413	1/1254	0.986919	1	501	234.443	1073.49	8641.78
(13h:22m:49s)	16070	6,4,4,4,2,2;5,4,4,3,3,3	22	2448	441	414	416	1/2448	0.985102	1	445	205.467	987.447	8435.28
(13h:23m:20s)	16071	6,4,4,4,2,2;4,4,4,4,3,3	22	4747	441	405	409	1/4747	0.981967	1	388	169.201	852.474	9581.56
(13h:23m:22s)	16072	5,5,4,4,2,2;5,5,4,4,2,2	22	842	441	412	422	1/842	0.988543	1	589	268.111	1190.87	8124.82
(13h:23m:22s)	16073	5,5,4,4,2,2;6,5,3,3,3,2	22	318	441	425	425	1/318	0.990621	1	667	328.21	1350.92	7801.25
(13h:23m:23s)	16074	5,5,4,4,2,2;6,4,4,3,3,2	22	648	441	420	423	1/648	0.986581	1	512	228.456	997.23	7750.02
(13h:23m:27s)	16075	5,5,4,4,2,2;5,5,4,3,3,2	22	1540	441	413	416	1/1540	0.987954	1	551	254.843	1182.73	9192.03
(13h:23m:41s)	16076	5,5,4,4,2,2;5,4,4,4,3,2	22	3068	441	410	417	1/3068	0.985811	1	477	215.887	1052.69	9564.91
(13h:24m:30s)	16077	5,5,4,4,2,2;4,4,4,4,4,2	22	5975	441	405	413	1/5975	0.984786	1	425	201.129	1025.56	10747
(13h:24m:34s)	16078	5,5,4,4,2,2;6,4,3,3,3,3	22	1182	441	419	419	1/1182	0.984596	1	457	198.613	907.733	10141.7
(13h:24m:45s)	16079	5,5,4,4,2,2;5,5,3,3,3,3	22	2796	441	412	412	1/2796	0.987073	1	503	237.258	1148.23	9903.39
(13h:25m:26s)	16080	5,5,4,4,2,2;5,4,4,3,3,3	22	5460	441	409	411	1/5460	0.985077	1	441	205.11	1039.51	10075.1
(13h:28m:02s)	16081	5,5,4,4,2,2;4,4,4,4,3,3	22	10502	441	404	408	1/10502	0.981928	1	391	168.836	894.611	10983
(13h:28m:03s)	16082	6,5,3,3,3,2;6,5,3,3,3,2	22	147	441	427	428	1/147	0.988662	1	588	270.957	1049.42	5889.6
(13h:28m:03s)	16083	6,5,3,3,3,2;6,4,4,3,3,2	22	273	441	423	425	1/273	0.987922	1	537	254.153	1036.33	6753.53
(13h:28m:04s)	16084	6,5,3,3,3,2;5,5,4,3,3,2	22	640	441	417	422	1/640	0.987774	1	527	251.048	1093.51	7121.05
(13h:28m:06s)	16085	6,5,3,3,3,2;5,4,4,4,3,2	22	1200	441	416	419	1/1200	0.987189	1	503	239.435	1092.61	9161.83
(13h:28m:14s)	16086	6,5,3,3,3,2;4,4,4,4,4,2	22	2280	441	414	414	1/2280	0.986114	1	451	220.659	1054.25	10023.9
(13h:28m:14s)	16087	6,5,3,3,3,2;6,4,3,3,3,3	22	528	441	421	422	1/528	0.985278	1	467	207.951	895.016	6790.5
(13h:28m:17s)	16088	6,5,3,3,3,2;5,5,3,3,3,3	22	1248	441	415	419	1/1248	0.984653	1	444	199.367	914.663	7355.99
(13h:28m:25s)	16089	6,5,3,3,3,2;5,4,4,3,3,3	22	2346	441	413	414	1/2346	0.983235	1	415	182.242	874.952	8346.42
(13h:28m:52s)	16090	6,5,3,3,3,2;4,4,4,4,3,3	22	4440	441	411	412	1/4440	0.982073	1	382	170.225	853.814	10737.7
(13h:28m:53s)	16091	6,4,4,3,3,2;6,4,4,3,3,2	22	506	441	417	422	1/506	0.985761	1	488	215.115	922.406	6822.46
(13h:28m:56s)	16092	6,4,4,3,3,2;5,5,4,3,3,2	22	1187	441	414	419	1/1187	0.985708	1	477	214.315	978.686	7165.97
(13h:29m:03s)	16093	6,4,4,3,3,2;5,4,4,4,3,2	22	2204	441	413	414	1/2204	0.983924	1	428	190.178	908.532	8650.55
(13h:29m:26s)	16094	6,4,4,3,3,2;4,4,4,4,4,2	22	4090	441	411	413	1/4090	0.982426	1	387	173.707	866.29	11704
(13h:29m:28s)	16095	6,4,4,3,3,2;6,4,3,3,3,3	22	934	441	420	420	1/934	0.984084	1	433	192.13	863.763	8775.74
(13h:29m:35s)	16096	6,4,4,3,3,2;5,5,3,3,3,3	22	2192	441	412	416	1/2192	0.984474	1	428	197.023	940.354	8444.98
(13h:29m:58s)	16097	6,4,4,3,3,2;5,4,4,3,3,3	22	4076	441	412	413	1/4076	0.982909	1	399	178.703	890.57	9302.69
(13h:31m:19s)	16098	6,4,4,3,3,2;4,4,4,4,3,3	22	7588	441	404	408	1/7588	0.980374	1	360	155.219	807.201	12824.6
(13h:31m:30s)	16099	5,5,4,3,3,2;5,5,4,3,3,2	22	2788	441	410	415	1/2788	0.985554	1	476	211.994	1027.35	9368.84
(13h:32m:08s)	16100	5,5,4,3,3,2;5,4,4,4,3,2	22	5181	441	409	412	1/5181	0.985071	1	448	205.03	1035.6	10473.9
(13h:34m:17s)	16101	5,5,4,3,3,2;4,4,4,4,4,2	22	9620	441	404	410	1/9620	0.984201	1	415	193.569	1017.74	13369
(13h:34m:24s)	16102	5,5,4,3,3,2;6,4,3,3,3,3	22	2112	441	417	417	1/2112	0.98334	1	419	183.4	874.114	10244.7
(13h:34m:58s)	16103	5,5,4,3,3,2;5,5,3,3,3,3	22	4948	441	409	413	1/4948	0.984527	1	424	197.713	996.215	9454.81
(13h:36m:53s)	16104	5,5,4,3,3,2;5,4,4,3,3,3	22	9126	441	407	408	1/9126	0.982834	1	396	177.91	933.636	10728.6
(14h:04m:48s)	16105	5,5,4,3,3,2;4,4,4,4,3,3	22	16812	441	403	406	1/16812	0.980664	1	363	157.595	860.455	13737.8
(14h:06m:53s)	16106	5,4,4,4,3,2;5,4,4,4,3,2	22	9422	441	402	407	1/9422	0.983223	1	403	182.105	957.176	10405.5
(14h:35m:46s)	16107	5,4,4,4,3,2;4,4,4,4,4,2	22	17040	441	401	407	1/17040	0.982258	1	371	172.032	938.515	11905
(14h:36m:06s)	16108	5,4,4,4,3,2;6,4,3,3,3,3	22	3750	441	414	414	1/3750	0.981917	1	388	168.73	837.106	10100.5
(14h:37m:53s)	16109	5,4,4,4,3,2;5,5,3,3,3,3	22	8784	441	408	410	1/8784	0.984122	1	413	192.592	1006.96	13006.1
(15h:01m:57s)	16110	5,4,4,4,3,2;5,4,4,3,3,3	22	15927	441	399	404	1/15927	0.98234	1	380	172.84	939.02	11364.7
(15h:02m:11s)	16111	5,4,4,4,3,2;4,4,4,4,3,3	22	28780	441	399	402	1/28780	NA	NA	NA	NA	NA	NA
(15h:02m:26s)	16112	4,4,4,4,4,2;4,4,4,4,4,2	22	30000	441	398	402	1/30000	NA	NA	NA	NA	NA	NA
(15h:03m:28s)	16113	4,4,4,4,4,2;6,4,3,3,3,3	22	6720	441	406	408	1/6720	0.9806	1	362	157.063	810.338	11422.6
(15h:26m:35s)	16114	4,4,4,4,4,2;5,5,3,3,3,3	22	15750	441	393	401	1/15750	0.983282	1	384	182.762	991.307	11446.6
(15h:26m:49s)	16115	4,4,4,4,4,2;5,4,4,3,3,3	22	27900	441	398	402	1/27900	NA	NA	NA	NA	NA	NA
(15h:27m:14s)	16116	4,4,4,4,4,2;4,4,4,4,3,3	22	49320	441	393	393	1/49320	NA	NA	NA	NA	NA	NA
(15h:27m:18s)	16117	6,4,3,3,3,3;6,4,3,3,3,3	22	1656	441	416	416	1/1656	0.981434	1	394	164.257	771.292	7379.04
(15h:27m:38s)	16118	6,4,3,3,3,3;5,5,3,3,3,3	22	3768	441	409	411	1/3768	0.981202	1	379	162.192	805.512	9141
(15h:28m:42s)	16119	6,4,3,3,3,3;5,4,4,3,3,3	22	6772	441	402	410	1/6772	0.980215	1	360	153.947	794.966	9807.14
(15h:32m:16s)	16120	6,4,3,3,3,3;4,4,4,4,3,3	22	12228	441	393	393	1/12228	0.97889	1	340	144.089	773.058	12181.8
(15h:33m:58s)	16121	5,5,3,3,3,3;5,5,3,3,3,3	22	8560	441	404	408	1/8560	0.979959	1	364	151.938	796.487	9842.16
(15h:39m:37s)	16122	5,5,3,3,3,3;5,4,4,3,3,3	22	15200	441	401	405	1/15200	0.979605	1	356	149.251	810.838	11163.6
(15h:39m:51s)	16123	5,5,3,3,3,3;4,4,4,4,3,3	22	27144	441	392	392	1/27144	NA	NA	NA	NA	NA	NA
(15h:40m:04s)	16124	5,4,4,3,3,3;5,4,4,3,3,3	22	26600	441	392	402	1/26600	NA	NA	NA	NA	NA	NA
(15h:40m:27s)	16125	5,4,4,3,3,3;4,4,4,4,3,3	22	46656	441	390	394	1/46656	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16126	4,4,4,4,3,3;4,4,4,4,3,3	22	80328	441	390	390	1/80328	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16127	6,6,6,5,0,0;6,6,6,5,0,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16128	6,6,6,5,0,0;6,6,6,4,1,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16129	6,6,6,5,0,0;6,6,5,5,1,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16130	6,6,6,5,0,0;6,6,6,3,2,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16131	6,6,6,5,0,0;6,6,5,4,2,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16132	6,6,6,5,0,0;6,5,5,5,2,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16133	6,6,6,5,0,0;6,6,5,3,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16134	6,6,6,5,0,0;6,6,4,4,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16135	6,6,6,5,0,0;6,5,5,4,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16136	6,6,6,5,0,0;5,5,5,5,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16137	6,6,6,5,0,0;6,5,4,4,4,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16138	6,6,6,5,0,0;5,5,5,4,4,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16139	6,6,6,5,0,0;6,6,6,3,1,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16140	6,6,6,5,0,0;6,6,5,4,1,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16141	6,6,6,5,0,0;6,5,5,5,1,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16142	6,6,6,5,0,0;6,6,6,2,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16143	6,6,6,5,0,0;6,6,5,3,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16144	6,6,6,5,0,0;6,6,4,4,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16145	6,6,6,5,0,0;6,5,5,4,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16146	6,6,6,5,0,0;5,5,5,5,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16147	6,6,6,5,0,0;6,6,4,3,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16148	6,6,6,5,0,0;6,5,5,3,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16149	6,6,6,5,0,0;6,5,4,4,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16150	6,6,6,5,0,0;5,5,5,4,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16151	6,6,6,5,0,0;6,4,4,4,4,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16152	6,6,6,5,0,0;5,5,4,4,4,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16153	6,6,6,5,0,0;6,6,5,2,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16154	6,6,6,5,0,0;6,6,4,3,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16155	6,6,6,5,0,0;6,5,5,3,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16156	6,6,6,5,0,0;6,5,4,4,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16157	6,6,6,5,0,0;5,5,5,4,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16158	6,6,6,5,0,0;6,6,3,3,3,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16159	6,6,6,5,0,0;6,5,4,3,3,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16160	6,6,6,5,0,0;5,5,5,3,3,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16161	6,6,6,5,0,0;6,4,4,4,3,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16162	6,6,6,5,0,0;5,5,4,4,3,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16163	6,6,6,5,0,0;5,4,4,4,4,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16164	6,6,6,5,0,0;6,5,3,3,3,3	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16165	6,6,6,5,0,0;6,4,4,3,3,3	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16166	6,6,6,5,0,0;5,5,4,3,3,3	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16167	6,6,6,5,0,0;5,4,4,4,3,3	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16168	6,6,6,5,0,0;4,4,4,4,4,3	23	1	441	441	441	1	NA	NA	0	NA	NA	NA
(15h:41m:08s)	16169	6,6,6,4,1,0;6,6,6,4,1,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16170	6,6,6,4,1,0;6,6,5,5,1,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16171	6,6,6,4,1,0;6,6,6,3,2,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16172	6,6,6,4,1,0;6,6,5,4,2,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16173	6,6,6,4,1,0;6,5,5,5,2,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16174	6,6,6,4,1,0;6,6,5,3,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16175	6,6,6,4,1,0;6,6,4,4,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16176	6,6,6,4,1,0;6,5,5,4,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16177	6,6,6,4,1,0;5,5,5,5,3,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16178	6,6,6,4,1,0;6,5,4,4,4,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16179	6,6,6,4,1,0;5,5,5,4,4,0	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16180	6,6,6,4,1,0;6,6,6,3,1,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16181	6,6,6,4,1,0;6,6,5,4,1,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16182	6,6,6,4,1,0;6,5,5,5,1,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16183	6,6,6,4,1,0;6,6,6,2,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16184	6,6,6,4,1,0;6,6,5,3,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16185	6,6,6,4,1,0;6,6,4,4,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16186	6,6,6,4,1,0;6,5,5,4,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16187	6,6,6,4,1,0;5,5,5,5,2,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16188	6,6,6,4,1,0;6,6,4,3,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16189	6,6,6,4,1,0;6,5,5,3,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16190	6,6,6,4,1,0;6,5,4,4,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16191	6,6,6,4,1,0;5,5,5,4,3,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16192	6,6,6,4,1,0;6,4,4,4,4,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16193	6,6,6,4,1,0;5,5,4,4,4,1	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16194	6,6,6,4,1,0;6,6,5,2,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16195	6,6,6,4,1,0;6,6,4,3,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16196	6,6,6,4,1,0;6,5,5,3,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(15h:41m:08s)	16197	6,6,6,4,1,0;6,5,4,4,2,2	23	0	0	0	0	0	NA	NA	NA	NA	NA	NA
