time	line	instance	edges	omega	degree	minloops	maxloops	pimin	lambda	[lambda>0]	mix	leigen	ueigen	ucanon
(6h:36m:10s)	3868	4,4,3,3,0,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3869	4,4,3,3,0,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3870	4,4,3,3,0,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3871	4,4,3,3,0,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3872	4,4,3,3,0,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3873	4,4,3,3,0,0;4,4,4,1,1,0	14	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(6h:36m:10s)	3874	4,4,3,3,0,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3875	4,4,3,3,0,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3876	4,4,3,3,0,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3877	4,4,3,3,0,0;4,4,3,2,1,0	14	8	441	436	437	1/8	0.99259	1	883	416.214	1212.8	2477.1
(6h:36m:10s)	3878	4,4,3,3,0,0;4,3,3,3,1,0	14	18	441	433	433	1/18	0.991774	1	792	374.629	1191.1	4080.92
(6h:36m:10s)	3879	4,4,3,3,0,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3880	4,4,3,3,0,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3881	4,4,3,3,0,0;4,4,2,2,2,0	14	15	441	435	435	1/15	0.99093	1	714	339.473	1060.14	3675.16
(6h:36m:10s)	3882	4,4,3,3,0,0;4,3,3,2,2,0	14	34	441	432	432	1/34	0.989895	1	663	304.386	1032.54	4060.1
(6h:36m:10s)	3883	4,4,3,3,0,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3884	4,4,3,3,0,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3885	4,4,3,3,0,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3886	4,4,3,3,0,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3887	4,4,3,3,0,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3888	4,4,3,3,0,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3889	4,4,3,3,0,0;4,4,3,1,1,1	14	18	441	435	435	1/18	0.991774	1	792	374.629	1191.1	3600.81
(6h:36m:10s)	3890	4,4,3,3,0,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3891	4,4,3,3,0,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3892	4,4,3,3,0,0;4,4,2,2,1,1	14	34	441	432	432	1/34	0.989895	1	663	304.386	1032.54	3924.76
(6h:36m:10s)	3893	4,4,3,3,0,0;4,3,3,2,1,1	14	80	441	425	428	1/80	0.98885	1	610	275.585	1012.57	4480.91
(6h:36m:10s)	3894	4,4,3,3,0,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3895	4,4,3,3,0,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:10s)	3896	4,4,3,3,0,0;4,3,2,2,2,1	14	156	441	426	427	1/156	0.986662	1	521	229.856	896.495	6253.6
(6h:36m:10s)	3897	4,4,3,3,0,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3898	4,4,3,3,0,0;4,2,2,2,2,2	14	310	441	421	425	1/310	0.984584	1	448	198.46	820.222	7932.52
(6h:36m:11s)	3899	4,4,3,3,0,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3900	6,5,1,1,1,0;6,5,1,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3901	6,5,1,1,1,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3902	6,5,1,1,1,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3903	6,5,1,1,1,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3904	6,5,1,1,1,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3905	6,5,1,1,1,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3906	6,5,1,1,1,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3907	6,5,1,1,1,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3908	6,5,1,1,1,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3909	6,5,1,1,1,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3910	6,5,1,1,1,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3911	6,5,1,1,1,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3912	6,5,1,1,1,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3913	6,5,1,1,1,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3914	6,5,1,1,1,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3915	6,5,1,1,1,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3916	6,5,1,1,1,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3917	6,5,1,1,1,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3918	6,5,1,1,1,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3919	6,5,1,1,1,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3920	6,5,1,1,1,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3921	6,5,1,1,1,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3922	6,5,1,1,1,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3923	6,5,1,1,1,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3924	6,5,1,1,1,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3925	6,5,1,1,1,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3926	6,5,1,1,1,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3927	6,5,1,1,1,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3928	6,5,1,1,1,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3929	6,5,1,1,1,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3930	6,5,1,1,1,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3931	6,5,1,1,1,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3932	6,4,2,1,1,0;6,4,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3933	6,4,2,1,1,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3934	6,4,2,1,1,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3935	6,4,2,1,1,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3936	6,4,2,1,1,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3937	6,4,2,1,1,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3938	6,4,2,1,1,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3939	6,4,2,1,1,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3940	6,4,2,1,1,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3941	6,4,2,1,1,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3942	6,4,2,1,1,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3943	6,4,2,1,1,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3944	6,4,2,1,1,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3945	6,4,2,1,1,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3946	6,4,2,1,1,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3947	6,4,2,1,1,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3948	6,4,2,1,1,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3949	6,4,2,1,1,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3950	6,4,2,1,1,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3951	6,4,2,1,1,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3952	6,4,2,1,1,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3953	6,4,2,1,1,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3954	6,4,2,1,1,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3955	6,4,2,1,1,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3956	6,4,2,1,1,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3957	6,4,2,1,1,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3958	6,4,2,1,1,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3959	6,4,2,1,1,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3960	6,4,2,1,1,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3961	6,4,2,1,1,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3962	6,4,2,1,1,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3963	5,5,2,1,1,0;5,5,2,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3964	5,5,2,1,1,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3965	5,5,2,1,1,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3966	5,5,2,1,1,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3967	5,5,2,1,1,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3968	5,5,2,1,1,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3969	5,5,2,1,1,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3970	5,5,2,1,1,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3971	5,5,2,1,1,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3972	5,5,2,1,1,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3973	5,5,2,1,1,0;5,3,2,2,2,0	14	1	441	441	441	1	NA	NA	0	NA	NA	NA
(6h:36m:11s)	3974	5,5,2,1,1,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3975	5,5,2,1,1,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3976	5,5,2,1,1,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3977	5,5,2,1,1,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3978	5,5,2,1,1,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3979	5,5,2,1,1,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3980	5,5,2,1,1,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3981	5,5,2,1,1,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3982	5,5,2,1,1,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3983	5,5,2,1,1,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3984	5,5,2,1,1,0;5,3,2,2,1,1	14	2	441	440	440	1/2	0.995465	1	1368	682.053	1676	1676
(6h:36m:11s)	3985	5,5,2,1,1,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3986	5,5,2,1,1,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3987	5,5,2,1,1,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3988	5,5,2,1,1,0;5,2,2,2,2,1	14	9	441	433	436	1/9	0.993197	1	911	453.666	1338.43	3123.01
(6h:36m:11s)	3989	5,5,2,1,1,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3990	5,5,2,1,1,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3991	5,5,2,1,1,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3992	5,5,2,1,1,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3993	6,3,3,1,1,0;6,3,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3994	6,3,3,1,1,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3995	6,3,3,1,1,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3996	6,3,3,1,1,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3997	6,3,3,1,1,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3998	6,3,3,1,1,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	3999	6,3,3,1,1,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4000	6,3,3,1,1,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4001	6,3,3,1,1,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4002	6,3,3,1,1,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4003	6,3,3,1,1,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4004	6,3,3,1,1,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4005	6,3,3,1,1,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4006	6,3,3,1,1,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4007	6,3,3,1,1,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4008	6,3,3,1,1,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4009	6,3,3,1,1,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4010	6,3,3,1,1,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4011	6,3,3,1,1,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4012	6,3,3,1,1,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4013	6,3,3,1,1,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4014	6,3,3,1,1,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4015	6,3,3,1,1,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4016	6,3,3,1,1,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4017	6,3,3,1,1,0;5,2,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4018	6,3,3,1,1,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4019	6,3,3,1,1,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4020	6,3,3,1,1,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4021	6,3,3,1,1,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4022	5,4,3,1,1,0;5,4,3,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4023	5,4,3,1,1,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4024	5,4,3,1,1,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4025	5,4,3,1,1,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4026	5,4,3,1,1,0;5,3,3,2,1,0	14	1	441	441	441	1	NA	NA	0	NA	NA	NA
(6h:36m:11s)	4027	5,4,3,1,1,0;4,4,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4028	5,4,3,1,1,0;4,3,3,3,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4029	5,4,3,1,1,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4030	5,4,3,1,1,0;5,3,2,2,2,0	14	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(6h:36m:11s)	4031	5,4,3,1,1,0;4,4,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4032	5,4,3,1,1,0;4,3,3,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4033	5,4,3,1,1,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4034	5,4,3,1,1,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4035	5,4,3,1,1,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4036	5,4,3,1,1,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4037	5,4,3,1,1,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4038	5,4,3,1,1,0;5,3,3,1,1,1	14	3	441	439	439	1/3	0.993197	1	953	453.666	1176.94	1176.94
(6h:36m:11s)	4039	5,4,3,1,1,0;4,4,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4040	5,4,3,1,1,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4041	5,4,3,1,1,0;5,3,2,2,1,1	14	8	441	436	437	1/8	0.99259	1	883	416.214	1212.8	2477.1
(6h:36m:11s)	4042	5,4,3,1,1,0;4,4,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4043	5,4,3,1,1,0;4,3,3,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4044	5,4,3,1,1,0;3,3,3,3,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4045	5,4,3,1,1,0;5,2,2,2,2,1	14	22	441	432	433	1/22	0.990322	1	670	317.965	1033.16	3407.32
(6h:36m:11s)	4046	5,4,3,1,1,0;4,3,2,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4047	5,4,3,1,1,0;3,3,3,2,2,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4048	5,4,3,1,1,0;4,2,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4049	5,4,3,1,1,0;3,3,2,2,2,2	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4050	4,4,4,1,1,0;4,4,4,1,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4051	4,4,4,1,1,0;6,3,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4052	4,4,4,1,1,0;5,4,2,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4053	4,4,4,1,1,0;5,3,3,2,1,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4054	4,4,4,1,1,0;4,4,3,2,1,0	14	6	441	438	438	1/6	0.995465	1	1368	682.053	1918.24	3197.07
(6h:36m:11s)	4055	4,4,4,1,1,0;4,3,3,3,1,0	14	23	441	428	434	1/23	0.992814	1	868	429.3	1397.6	9435.85
(6h:36m:11s)	4056	4,4,4,1,1,0;6,2,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4057	4,4,4,1,1,0;5,3,2,2,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4058	4,4,4,1,1,0;4,4,2,2,2,0	14	12	441	437	437	1/12	0.995465	1	1368	682.053	2071.08	4487.34
(6h:36m:11s)	4059	4,4,4,1,1,0;4,3,3,2,2,0	14	42	441	430	433	1/42	0.992521	1	846	412.338	1423.29	5029.96
(6h:36m:11s)	4060	4,4,4,1,1,0;3,3,3,3,2,0	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4061	4,4,4,1,1,0;6,4,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4062	4,4,4,1,1,0;5,5,1,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4063	4,4,4,1,1,0;6,3,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4064	4,4,4,1,1,0;5,4,2,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4065	4,4,4,1,1,0;5,3,3,1,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4066	4,4,4,1,1,0;4,4,3,1,1,1	14	12	441	437	437	1/12	0.995465	1	1368	682.053	2071.08	4487.34
(6h:36m:11s)	4067	4,4,4,1,1,0;6,2,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4068	4,4,4,1,1,0;5,3,2,2,1,1	14	0	0	0	0	0	NA	NA	NA	NA	NA	NA
(6h:36m:11s)	4069	4,4,4,1,1,0;4,4,2,2,1,1	14	30	441	432	432	1/30	0.995465	1	1368	682.053	2273.12	5607.04
